period,gaslimit,transactionpool,connection,position
7,16000000,5120 2048 3072 2048,tree,6
7,16000000,5120 2048 3072 2048,tree,7
7,16000000,5120 2048 3072 2048,tree,8
7,16000000,5120 2048 3072 2048,tree,9
7,16000000,5120 2048 3072 2048,tree,10
7,16000000,5120 2048 3072 2048,random,5
7,16000000,5120 2048 3072 2048,random,6
7,16000000,5120 2048 3072 2048,random,7
7,16000000,5120 2048 3072 2048,random,8
7,16000000,5120 2048 3072 2048,random,9
7,16000000,5120 2048 3072 2048,random,10
7,16500000,1024 2048 3072 2048,ring,5
7,16500000,1024 2048 3072 2048,ring,6
7,16500000,1024 2048 3072 2048,ring,7
7,16500000,1024 2048 3072 2048,ring,8
7,16500000,1024 2048 3072 2048,ring,9
7,16500000,1024 2048 3072 2048,ring,10
7,16500000,1024 2048 3072 2048,tree,5
7,16500000,1024 2048 3072 2048,tree,6
7,16500000,1024 2048 3072 2048,tree,7
7,16500000,1024 2048 3072 2048,tree,8
7,16500000,1024 2048 3072 2048,tree,9
7,16500000,1024 2048 3072 2048,tree,10
7,16500000,1024 2048 3072 2048,random,5
7,16500000,1024 2048 3072 2048,random,6
7,16500000,1024 2048 3072 2048,random,7
7,16500000,1024 2048 3072 2048,random,8
7,16500000,1024 2048 3072 2048,random,9
7,16500000,1024 2048 3072 2048,random,10
7,16500000,2048 2048 3072 2048,ring,5
7,16500000,2048 2048 3072 2048,ring,6
7,16500000,2048 2048 3072 2048,ring,7
7,16500000,2048 2048 3072 2048,ring,8
7,16500000,2048 2048 3072 2048,ring,9
7,16500000,2048 2048 3072 2048,ring,10
7,16500000,2048 2048 3072 2048,tree,5
7,16500000,2048 2048 3072 2048,tree,6
7,16500000,2048 2048 3072 2048,tree,7
7,16500000,2048 2048 3072 2048,tree,8
7,16500000,2048 2048 3072 2048,tree,9
7,16500000,2048 2048 3072 2048,tree,10
7,16500000,2048 2048 3072 2048,random,5
7,16500000,2048 2048 3072 2048,random,6
7,16500000,2048 2048 3072 2048,random,7
7,16500000,2048 2048 3072 2048,random,8
7,16500000,2048 2048 3072 2048,random,9
7,16500000,2048 2048 3072 2048,random,10
7,16500000,5120 2048 3072 2048,ring,5
7,16500000,5120 2048 3072 2048,ring,6
7,16500000,5120 2048 3072 2048,ring,7
7,16500000,5120 2048 3072 2048,ring,8
7,16500000,5120 2048 3072 2048,ring,9
7,16500000,5120 2048 3072 2048,ring,10
7,16500000,5120 2048 3072 2048,tree,5
7,16500000,5120 2048 3072 2048,tree,6
7,16500000,5120 2048 3072 2048,tree,7
7,16500000,5120 2048 3072 2048,tree,8
7,16500000,5120 2048 3072 2048,tree,9
7,16500000,5120 2048 3072 2048,tree,10
7,16500000,5120 2048 3072 2048,random,5
7,16500000,5120 2048 3072 2048,random,6
7,16500000,5120 2048 3072 2048,random,7
7,16500000,5120 2048 3072 2048,random,8
7,16500000,5120 2048 3072 2048,random,9
7,16500000,5120 2048 3072 2048,random,10
7,17000000,1024 2048 3072 2048,ring,5
7,17000000,1024 2048 3072 2048,ring,6
7,17000000,1024 2048 3072 2048,ring,7
7,17000000,1024 2048 3072 2048,ring,8
7,17000000,1024 2048 3072 2048,ring,9
7,17000000,1024 2048 3072 2048,ring,10
7,17000000,1024 2048 3072 2048,tree,5
7,17000000,1024 2048 3072 2048,tree,6
7,17000000,1024 2048 3072 2048,tree,7
7,17000000,1024 2048 3072 2048,tree,8
7,17000000,1024 2048 3072 2048,tree,9
7,17000000,1024 2048 3072 2048,tree,10
7,17000000,1024 2048 3072 2048,random,5
7,17000000,1024 2048 3072 2048,random,6
7,17000000,1024 2048 3072 2048,random,7
7,17000000,1024 2048 3072 2048,random,8
7,17000000,1024 2048 3072 2048,random,9
7,17000000,1024 2048 3072 2048,random,10
7,17000000,2048 2048 3072 2048,ring,5
7,17000000,2048 2048 3072 2048,ring,6
7,17000000,2048 2048 3072 2048,ring,7
7,17000000,2048 2048 3072 2048,ring,8
7,17000000,2048 2048 3072 2048,ring,9
7,17000000,2048 2048 3072 2048,ring,10
7,17000000,2048 2048 3072 2048,tree,5
7,17000000,2048 2048 3072 2048,tree,6
7,17000000,2048 2048 3072 2048,tree,7
7,17000000,2048 2048 3072 2048,tree,8
7,17000000,2048 2048 3072 2048,tree,9
7,17000000,2048 2048 3072 2048,tree,10
7,17000000,2048 2048 3072 2048,random,5
7,17000000,2048 2048 3072 2048,random,6
7,17000000,2048 2048 3072 2048,random,7
7,17000000,2048 2048 3072 2048,random,8
7,17000000,2048 2048 3072 2048,random,9
7,17000000,2048 2048 3072 2048,random,10
7,17000000,5120 2048 3072 2048,ring,5
7,17000000,5120 2048 3072 2048,ring,6
7,17000000,5120 2048 3072 2048,ring,7
7,17000000,5120 2048 3072 2048,ring,8
7,17000000,5120 2048 3072 2048,ring,9
7,17000000,5120 2048 3072 2048,ring,10
7,17000000,5120 2048 3072 2048,tree,5
7,17000000,5120 2048 3072 2048,tree,6
7,17000000,5120 2048 3072 2048,tree,7
7,17000000,5120 2048 3072 2048,tree,8
7,17000000,5120 2048 3072 2048,tree,9
7,17000000,5120 2048 3072 2048,tree,10
7,17000000,5120 2048 3072 2048,random,5
7,17000000,5120 2048 3072 2048,random,6
7,17000000,5120 2048 3072 2048,random,7
7,17000000,5120 2048 3072 2048,random,8
7,17000000,5120 2048 3072 2048,random,9
7,17000000,5120 2048 3072 2048,random,10
7,17500000,1024 2048 3072 2048,ring,5
7,17500000,1024 2048 3072 2048,ring,6
7,17500000,1024 2048 3072 2048,ring,7
7,17500000,1024 2048 3072 2048,ring,8
7,17500000,1024 2048 3072 2048,ring,9
7,17500000,1024 2048 3072 2048,ring,10
7,17500000,1024 2048 3072 2048,tree,5
7,17500000,1024 2048 3072 2048,tree,6
7,17500000,1024 2048 3072 2048,tree,7
7,17500000,1024 2048 3072 2048,tree,8
7,17500000,1024 2048 3072 2048,tree,9
7,17500000,1024 2048 3072 2048,tree,10
7,17500000,1024 2048 3072 2048,random,5
7,17500000,1024 2048 3072 2048,random,6
7,17500000,1024 2048 3072 2048,random,7
7,17500000,1024 2048 3072 2048,random,8
7,17500000,1024 2048 3072 2048,random,9
7,17500000,1024 2048 3072 2048,random,10
7,17500000,2048 2048 3072 2048,ring,5
7,17500000,2048 2048 3072 2048,ring,6
7,17500000,2048 2048 3072 2048,ring,7
7,17500000,2048 2048 3072 2048,ring,8
7,17500000,2048 2048 3072 2048,ring,9
7,17500000,2048 2048 3072 2048,ring,10
7,17500000,2048 2048 3072 2048,tree,5
7,17500000,2048 2048 3072 2048,tree,6
7,17500000,2048 2048 3072 2048,tree,7
7,17500000,2048 2048 3072 2048,tree,8
7,17500000,2048 2048 3072 2048,tree,9
7,17500000,2048 2048 3072 2048,tree,10
7,17500000,2048 2048 3072 2048,random,5
7,17500000,2048 2048 3072 2048,random,6
7,17500000,2048 2048 3072 2048,random,7
7,17500000,2048 2048 3072 2048,random,8
7,17500000,2048 2048 3072 2048,random,9
7,17500000,2048 2048 3072 2048,random,10
7,17500000,5120 2048 3072 2048,ring,5
7,17500000,5120 2048 3072 2048,ring,6
7,17500000,5120 2048 3072 2048,ring,7
7,17500000,5120 2048 3072 2048,ring,8
7,17500000,5120 2048 3072 2048,ring,9
7,17500000,5120 2048 3072 2048,ring,10
7,17500000,5120 2048 3072 2048,tree,5
7,17500000,5120 2048 3072 2048,tree,6
7,17500000,5120 2048 3072 2048,tree,7
7,17500000,5120 2048 3072 2048,tree,8
7,17500000,5120 2048 3072 2048,tree,9
7,17500000,5120 2048 3072 2048,tree,10
7,17500000,5120 2048 3072 2048,random,5
7,17500000,5120 2048 3072 2048,random,6
7,17500000,5120 2048 3072 2048,random,7
7,17500000,5120 2048 3072 2048,random,8
7,17500000,5120 2048 3072 2048,random,9
7,17500000,5120 2048 3072 2048,random,10
7,18000000,1024 2048 3072 2048,ring,5
7,18000000,1024 2048 3072 2048,ring,6
7,18000000,1024 2048 3072 2048,ring,7
7,18000000,1024 2048 3072 2048,ring,8
7,18000000,1024 2048 3072 2048,ring,9
7,18000000,1024 2048 3072 2048,ring,10
7,18000000,1024 2048 3072 2048,tree,5
7,18000000,1024 2048 3072 2048,tree,6
7,18000000,1024 2048 3072 2048,tree,7
7,18000000,1024 2048 3072 2048,tree,8
7,18000000,1024 2048 3072 2048,tree,9
7,18000000,1024 2048 3072 2048,tree,10
7,18000000,1024 2048 3072 2048,random,5
7,18000000,1024 2048 3072 2048,random,6
7,18000000,1024 2048 3072 2048,random,7
7,18000000,1024 2048 3072 2048,random,8
7,18000000,1024 2048 3072 2048,random,9
7,18000000,1024 2048 3072 2048,random,10
7,18000000,2048 2048 3072 2048,ring,5
7,18000000,2048 2048 3072 2048,ring,6
7,18000000,2048 2048 3072 2048,ring,7
7,18000000,2048 2048 3072 2048,ring,8
7,18000000,2048 2048 3072 2048,ring,9
7,18000000,2048 2048 3072 2048,ring,10
7,18000000,2048 2048 3072 2048,tree,5
7,18000000,2048 2048 3072 2048,tree,6
7,18000000,2048 2048 3072 2048,tree,7
7,18000000,2048 2048 3072 2048,tree,8
7,18000000,2048 2048 3072 2048,tree,9
7,18000000,2048 2048 3072 2048,tree,10
7,18000000,2048 2048 3072 2048,random,5
7,18000000,2048 2048 3072 2048,random,6
7,18000000,2048 2048 3072 2048,random,7
7,18000000,2048 2048 3072 2048,random,8
7,18000000,2048 2048 3072 2048,random,9
7,18000000,2048 2048 3072 2048,random,10
7,18000000,5120 2048 3072 2048,ring,5
7,18000000,5120 2048 3072 2048,ring,6
7,18000000,5120 2048 3072 2048,ring,7
7,18000000,5120 2048 3072 2048,ring,8
7,18000000,5120 2048 3072 2048,ring,9
7,18000000,5120 2048 3072 2048,ring,10
7,18000000,5120 2048 3072 2048,tree,5
7,18000000,5120 2048 3072 2048,tree,6
7,18000000,5120 2048 3072 2048,tree,7
7,18000000,5120 2048 3072 2048,tree,8
7,18000000,5120 2048 3072 2048,tree,9
7,18000000,5120 2048 3072 2048,tree,10
7,18000000,5120 2048 3072 2048,random,5
7,18000000,5120 2048 3072 2048,random,6
7,18000000,5120 2048 3072 2048,random,7
7,18000000,5120 2048 3072 2048,random,8
7,18000000,5120 2048 3072 2048,random,9
7,18000000,5120 2048 3072 2048,random,10
7,18500000,1024 2048 3072 2048,ring,5
7,18500000,1024 2048 3072 2048,ring,6
7,18500000,1024 2048 3072 2048,ring,7
7,18500000,1024 2048 3072 2048,ring,8
7,18500000,1024 2048 3072 2048,ring,9
7,18500000,1024 2048 3072 2048,ring,10
7,18500000,1024 2048 3072 2048,tree,5
7,18500000,1024 2048 3072 2048,tree,6
7,18500000,1024 2048 3072 2048,tree,7
7,18500000,1024 2048 3072 2048,tree,8
7,18500000,1024 2048 3072 2048,tree,9
7,18500000,1024 2048 3072 2048,tree,10
7,18500000,1024 2048 3072 2048,random,5
7,18500000,1024 2048 3072 2048,random,6
7,18500000,1024 2048 3072 2048,random,7
7,18500000,1024 2048 3072 2048,random,8
7,18500000,1024 2048 3072 2048,random,9
7,18500000,1024 2048 3072 2048,random,10
7,18500000,2048 2048 3072 2048,ring,5
7,18500000,2048 2048 3072 2048,ring,6
7,18500000,2048 2048 3072 2048,ring,7
7,18500000,2048 2048 3072 2048,ring,8
7,18500000,2048 2048 3072 2048,ring,9
7,18500000,2048 2048 3072 2048,ring,10
7,18500000,2048 2048 3072 2048,tree,5
7,18500000,2048 2048 3072 2048,tree,6
7,18500000,2048 2048 3072 2048,tree,7
7,18500000,2048 2048 3072 2048,tree,8
7,18500000,2048 2048 3072 2048,tree,9
7,18500000,2048 2048 3072 2048,tree,10
7,18500000,2048 2048 3072 2048,random,5
7,18500000,2048 2048 3072 2048,random,6
7,18500000,2048 2048 3072 2048,random,7
7,18500000,2048 2048 3072 2048,random,8
7,18500000,2048 2048 3072 2048,random,9
7,18500000,2048 2048 3072 2048,random,10
7,18500000,5120 2048 3072 2048,ring,5
7,18500000,5120 2048 3072 2048,ring,6
7,18500000,5120 2048 3072 2048,ring,7
7,18500000,5120 2048 3072 2048,ring,8
7,18500000,5120 2048 3072 2048,ring,9
7,18500000,5120 2048 3072 2048,ring,10
7,18500000,5120 2048 3072 2048,tree,5
7,18500000,5120 2048 3072 2048,tree,6
7,18500000,5120 2048 3072 2048,tree,7
7,18500000,5120 2048 3072 2048,tree,8
7,18500000,5120 2048 3072 2048,tree,9
7,18500000,5120 2048 3072 2048,tree,10
7,18500000,5120 2048 3072 2048,random,5
7,18500000,5120 2048 3072 2048,random,6
7,18500000,5120 2048 3072 2048,random,7
7,18500000,5120 2048 3072 2048,random,8
7,18500000,5120 2048 3072 2048,random,9
7,18500000,5120 2048 3072 2048,random,10
7,19000000,1024 2048 3072 2048,ring,5
7,19000000,1024 2048 3072 2048,ring,6
7,19000000,1024 2048 3072 2048,ring,7
7,19000000,1024 2048 3072 2048,ring,8
7,19000000,1024 2048 3072 2048,ring,9
7,19000000,1024 2048 3072 2048,ring,10
7,19000000,1024 2048 3072 2048,tree,5
7,19000000,1024 2048 3072 2048,tree,6
7,19000000,1024 2048 3072 2048,tree,7
7,19000000,1024 2048 3072 2048,tree,8
7,19000000,1024 2048 3072 2048,tree,9
7,19000000,1024 2048 3072 2048,tree,10
7,19000000,1024 2048 3072 2048,random,5
7,19000000,1024 2048 3072 2048,random,6
7,19000000,1024 2048 3072 2048,random,7
7,19000000,1024 2048 3072 2048,random,8
7,19000000,1024 2048 3072 2048,random,9
7,19000000,1024 2048 3072 2048,random,10
7,19000000,2048 2048 3072 2048,ring,5
7,19000000,2048 2048 3072 2048,ring,6
7,19000000,2048 2048 3072 2048,ring,7
7,19000000,2048 2048 3072 2048,ring,8
7,19000000,2048 2048 3072 2048,ring,9
7,19000000,2048 2048 3072 2048,ring,10
7,19000000,2048 2048 3072 2048,tree,5
7,19000000,2048 2048 3072 2048,tree,6
7,19000000,2048 2048 3072 2048,tree,7
7,19000000,2048 2048 3072 2048,tree,8
7,19000000,2048 2048 3072 2048,tree,9
7,19000000,2048 2048 3072 2048,tree,10
7,19000000,2048 2048 3072 2048,random,5
7,19000000,2048 2048 3072 2048,random,6
7,19000000,2048 2048 3072 2048,random,7
7,19000000,2048 2048 3072 2048,random,8
7,19000000,2048 2048 3072 2048,random,9
7,19000000,2048 2048 3072 2048,random,10
7,19000000,5120 2048 3072 2048,ring,5
7,19000000,5120 2048 3072 2048,ring,6
7,19000000,5120 2048 3072 2048,ring,7
7,19000000,5120 2048 3072 2048,ring,8
7,19000000,5120 2048 3072 2048,ring,9
7,19000000,5120 2048 3072 2048,ring,10
7,19000000,5120 2048 3072 2048,tree,5
7,19000000,5120 2048 3072 2048,tree,6
7,19000000,5120 2048 3072 2048,tree,7
7,19000000,5120 2048 3072 2048,tree,8
7,19000000,5120 2048 3072 2048,tree,9
7,19000000,5120 2048 3072 2048,tree,10
7,19000000,5120 2048 3072 2048,random,5
7,19000000,5120 2048 3072 2048,random,6
7,19000000,5120 2048 3072 2048,random,7
7,19000000,5120 2048 3072 2048,random,8
7,19000000,5120 2048 3072 2048,random,9
7,19000000,5120 2048 3072 2048,random,10
7,19500000,1024 2048 3072 2048,ring,5
7,19500000,1024 2048 3072 2048,ring,6
7,19500000,1024 2048 3072 2048,ring,7
7,19500000,1024 2048 3072 2048,ring,8
7,19500000,1024 2048 3072 2048,ring,9
7,19500000,1024 2048 3072 2048,ring,10
7,19500000,1024 2048 3072 2048,tree,5
7,19500000,1024 2048 3072 2048,tree,6
7,19500000,1024 2048 3072 2048,tree,7
7,19500000,1024 2048 3072 2048,tree,8
7,19500000,1024 2048 3072 2048,tree,9
7,19500000,1024 2048 3072 2048,tree,10
7,19500000,1024 2048 3072 2048,random,5
7,19500000,1024 2048 3072 2048,random,6
7,19500000,1024 2048 3072 2048,random,7
7,19500000,1024 2048 3072 2048,random,8
7,19500000,1024 2048 3072 2048,random,9
7,19500000,1024 2048 3072 2048,random,10
7,19500000,2048 2048 3072 2048,ring,5
7,19500000,2048 2048 3072 2048,ring,6
7,19500000,2048 2048 3072 2048,ring,7
7,19500000,2048 2048 3072 2048,ring,8
7,19500000,2048 2048 3072 2048,ring,9
7,19500000,2048 2048 3072 2048,ring,10
7,19500000,2048 2048 3072 2048,tree,5
7,19500000,2048 2048 3072 2048,tree,6
7,19500000,2048 2048 3072 2048,tree,7
7,19500000,2048 2048 3072 2048,tree,8
7,19500000,2048 2048 3072 2048,tree,9
7,19500000,2048 2048 3072 2048,tree,10
7,19500000,2048 2048 3072 2048,random,5
7,19500000,2048 2048 3072 2048,random,6
7,19500000,2048 2048 3072 2048,random,7
7,19500000,2048 2048 3072 2048,random,8
7,19500000,2048 2048 3072 2048,random,9
7,19500000,2048 2048 3072 2048,random,10
7,19500000,5120 2048 3072 2048,ring,5
7,19500000,5120 2048 3072 2048,ring,6
7,19500000,5120 2048 3072 2048,ring,7
7,19500000,5120 2048 3072 2048,ring,8
7,19500000,5120 2048 3072 2048,ring,9
7,19500000,5120 2048 3072 2048,ring,10
7,19500000,5120 2048 3072 2048,tree,5
7,19500000,5120 2048 3072 2048,tree,6
7,19500000,5120 2048 3072 2048,tree,7
7,19500000,5120 2048 3072 2048,tree,8
7,19500000,5120 2048 3072 2048,tree,9
7,19500000,5120 2048 3072 2048,tree,10
7,19500000,5120 2048 3072 2048,random,5
7,19500000,5120 2048 3072 2048,random,6
7,19500000,5120 2048 3072 2048,random,7
7,19500000,5120 2048 3072 2048,random,8
7,19500000,5120 2048 3072 2048,random,9
7,19500000,5120 2048 3072 2048,random,10
8,15000000,1024 2048 3072 2048,ring,5
8,15000000,1024 2048 3072 2048,ring,6
8,15000000,1024 2048 3072 2048,ring,7
8,15000000,1024 2048 3072 2048,ring,8
8,15000000,1024 2048 3072 2048,ring,9
8,15000000,1024 2048 3072 2048,ring,10
8,15000000,1024 2048 3072 2048,tree,5
8,15000000,1024 2048 3072 2048,tree,6
8,15000000,1024 2048 3072 2048,tree,7
8,15000000,1024 2048 3072 2048,tree,8
8,15000000,1024 2048 3072 2048,tree,9
8,15000000,1024 2048 3072 2048,tree,10
8,15000000,1024 2048 3072 2048,random,5
8,15000000,1024 2048 3072 2048,random,6
8,15000000,1024 2048 3072 2048,random,7
8,15000000,1024 2048 3072 2048,random,8
8,15000000,1024 2048 3072 2048,random,9
8,15000000,1024 2048 3072 2048,random,10
8,15000000,2048 2048 3072 2048,ring,5
8,15000000,2048 2048 3072 2048,ring,6
8,15000000,2048 2048 3072 2048,ring,7
8,15000000,2048 2048 3072 2048,ring,8
8,15000000,2048 2048 3072 2048,ring,9
8,15000000,2048 2048 3072 2048,ring,10
8,15000000,2048 2048 3072 2048,tree,5
8,15000000,2048 2048 3072 2048,tree,6
8,15000000,2048 2048 3072 2048,tree,7
8,15000000,2048 2048 3072 2048,tree,8
8,15000000,2048 2048 3072 2048,tree,9
8,15000000,2048 2048 3072 2048,tree,10
8,15000000,2048 2048 3072 2048,random,5
8,15000000,2048 2048 3072 2048,random,6
8,15000000,2048 2048 3072 2048,random,7
8,15000000,2048 2048 3072 2048,random,8
8,15000000,2048 2048 3072 2048,random,9
8,15000000,2048 2048 3072 2048,random,10
8,15000000,5120 2048 3072 2048,ring,5
8,15000000,5120 2048 3072 2048,ring,6
8,15000000,5120 2048 3072 2048,ring,7
8,15000000,5120 2048 3072 2048,ring,8
8,15000000,5120 2048 3072 2048,ring,9
8,15000000,5120 2048 3072 2048,ring,10
8,15000000,5120 2048 3072 2048,tree,5
8,15000000,5120 2048 3072 2048,tree,6
8,15000000,5120 2048 3072 2048,tree,7
8,15000000,5120 2048 3072 2048,tree,8
8,15000000,5120 2048 3072 2048,tree,9
8,15000000,5120 2048 3072 2048,tree,10
8,15000000,5120 2048 3072 2048,random,5
8,15000000,5120 2048 3072 2048,random,6
8,15000000,5120 2048 3072 2048,random,7
8,15000000,5120 2048 3072 2048,random,8
8,15000000,5120 2048 3072 2048,random,9
8,15000000,5120 2048 3072 2048,random,10
8,15500000,1024 2048 3072 2048,ring,5
8,15500000,1024 2048 3072 2048,ring,6
8,15500000,1024 2048 3072 2048,ring,7
8,15500000,1024 2048 3072 2048,ring,8
8,15500000,1024 2048 3072 2048,ring,9
8,15500000,1024 2048 3072 2048,ring,10
8,15500000,1024 2048 3072 2048,tree,5
8,15500000,1024 2048 3072 2048,tree,6
8,15500000,1024 2048 3072 2048,tree,7
8,15500000,1024 2048 3072 2048,tree,8
8,15500000,1024 2048 3072 2048,tree,9
8,15500000,1024 2048 3072 2048,tree,10
8,15500000,1024 2048 3072 2048,random,5
8,15500000,1024 2048 3072 2048,random,6
8,15500000,1024 2048 3072 2048,random,7
8,15500000,1024 2048 3072 2048,random,8
8,15500000,1024 2048 3072 2048,random,9
8,15500000,1024 2048 3072 2048,random,10
8,15500000,2048 2048 3072 2048,ring,5
8,15500000,2048 2048 3072 2048,ring,6
8,15500000,2048 2048 3072 2048,ring,7
8,15500000,2048 2048 3072 2048,ring,8
8,15500000,2048 2048 3072 2048,ring,9
8,15500000,2048 2048 3072 2048,ring,10
8,15500000,2048 2048 3072 2048,tree,5
8,15500000,2048 2048 3072 2048,tree,6
8,15500000,2048 2048 3072 2048,tree,7
8,15500000,2048 2048 3072 2048,tree,8
8,15500000,2048 2048 3072 2048,tree,9
8,15500000,2048 2048 3072 2048,tree,10
8,15500000,2048 2048 3072 2048,random,5
8,15500000,2048 2048 3072 2048,random,6
8,15500000,2048 2048 3072 2048,random,7
8,15500000,2048 2048 3072 2048,random,8
8,15500000,2048 2048 3072 2048,random,9
8,15500000,2048 2048 3072 2048,random,10
8,15500000,5120 2048 3072 2048,ring,5
8,15500000,5120 2048 3072 2048,ring,6
8,15500000,5120 2048 3072 2048,ring,7
8,15500000,5120 2048 3072 2048,ring,8
8,15500000,5120 2048 3072 2048,ring,9
8,15500000,5120 2048 3072 2048,ring,10
8,15500000,5120 2048 3072 2048,tree,5
8,15500000,5120 2048 3072 2048,tree,6
8,15500000,5120 2048 3072 2048,tree,7
8,15500000,5120 2048 3072 2048,tree,8
8,15500000,5120 2048 3072 2048,tree,9
8,15500000,5120 2048 3072 2048,tree,10
8,15500000,5120 2048 3072 2048,random,5
8,15500000,5120 2048 3072 2048,random,6
8,15500000,5120 2048 3072 2048,random,7
8,15500000,5120 2048 3072 2048,random,8
8,15500000,5120 2048 3072 2048,random,9
8,15500000,5120 2048 3072 2048,random,10
8,16000000,1024 2048 3072 2048,ring,5
8,16000000,1024 2048 3072 2048,ring,6
8,16000000,1024 2048 3072 2048,ring,7
8,16000000,1024 2048 3072 2048,ring,8
8,16000000,1024 2048 3072 2048,ring,9
8,16000000,1024 2048 3072 2048,ring,10
8,16000000,1024 2048 3072 2048,tree,5
8,16000000,1024 2048 3072 2048,tree,6
8,16000000,1024 2048 3072 2048,tree,7
8,16000000,1024 2048 3072 2048,tree,8
8,16000000,1024 2048 3072 2048,tree,9
8,16000000,1024 2048 3072 2048,tree,10
8,16000000,1024 2048 3072 2048,random,5
8,16000000,1024 2048 3072 2048,random,6
8,16000000,1024 2048 3072 2048,random,7
8,16000000,1024 2048 3072 2048,random,8
8,16000000,1024 2048 3072 2048,random,9
8,16000000,1024 2048 3072 2048,random,10
8,16000000,2048 2048 3072 2048,ring,5
8,16000000,2048 2048 3072 2048,ring,6
8,16000000,2048 2048 3072 2048,ring,7
8,16000000,2048 2048 3072 2048,ring,8
8,16000000,2048 2048 3072 2048,ring,9
8,16000000,2048 2048 3072 2048,ring,10
8,16000000,2048 2048 3072 2048,tree,5
8,16000000,2048 2048 3072 2048,tree,6
8,16000000,2048 2048 3072 2048,tree,7
8,16000000,2048 2048 3072 2048,tree,8
8,16000000,2048 2048 3072 2048,tree,9
8,16000000,2048 2048 3072 2048,tree,10
8,16000000,2048 2048 3072 2048,random,5
8,16000000,2048 2048 3072 2048,random,6
8,16000000,2048 2048 3072 2048,random,7
8,16000000,2048 2048 3072 2048,random,8
8,16000000,2048 2048 3072 2048,random,9
8,16000000,2048 2048 3072 2048,random,10
8,16000000,5120 2048 3072 2048,ring,5
8,16000000,5120 2048 3072 2048,ring,6
8,16000000,5120 2048 3072 2048,ring,7
8,16000000,5120 2048 3072 2048,ring,8
8,16000000,5120 2048 3072 2048,ring,9
8,16000000,5120 2048 3072 2048,ring,10
8,16000000,5120 2048 3072 2048,tree,5
8,16000000,5120 2048 3072 2048,tree,6
8,16000000,5120 2048 3072 2048,tree,7
8,16000000,5120 2048 3072 2048,tree,8
8,16000000,5120 2048 3072 2048,tree,9
8,16000000,5120 2048 3072 2048,tree,10
8,16000000,5120 2048 3072 2048,random,5
8,16000000,5120 2048 3072 2048,random,6
8,16000000,5120 2048 3072 2048,random,7
8,16000000,5120 2048 3072 2048,random,8
8,16000000,5120 2048 3072 2048,random,9
8,16000000,5120 2048 3072 2048,random,10
8,16500000,1024 2048 3072 2048,ring,5
8,16500000,1024 2048 3072 2048,ring,6
8,16500000,1024 2048 3072 2048,ring,7
8,16500000,1024 2048 3072 2048,ring,8
8,16500000,1024 2048 3072 2048,ring,9
8,16500000,1024 2048 3072 2048,ring,10
8,16500000,1024 2048 3072 2048,tree,5
8,16500000,1024 2048 3072 2048,tree,6
8,16500000,1024 2048 3072 2048,tree,7
8,16500000,1024 2048 3072 2048,tree,8
8,16500000,1024 2048 3072 2048,tree,9
8,16500000,1024 2048 3072 2048,tree,10
8,16500000,1024 2048 3072 2048,random,5
8,16500000,1024 2048 3072 2048,random,6
8,16500000,1024 2048 3072 2048,random,7
8,16500000,1024 2048 3072 2048,random,8
8,16500000,1024 2048 3072 2048,random,9
8,16500000,1024 2048 3072 2048,random,10
8,16500000,2048 2048 3072 2048,ring,5
8,16500000,2048 2048 3072 2048,ring,6
8,16500000,2048 2048 3072 2048,ring,7
8,16500000,2048 2048 3072 2048,ring,8
8,16500000,2048 2048 3072 2048,ring,9
8,16500000,2048 2048 3072 2048,ring,10
8,16500000,2048 2048 3072 2048,tree,5
8,16500000,2048 2048 3072 2048,tree,6
8,16500000,2048 2048 3072 2048,tree,7
8,16500000,2048 2048 3072 2048,tree,8
8,16500000,2048 2048 3072 2048,tree,9
8,16500000,2048 2048 3072 2048,tree,10
8,16500000,2048 2048 3072 2048,random,5
8,16500000,2048 2048 3072 2048,random,6
8,16500000,2048 2048 3072 2048,random,7
8,16500000,2048 2048 3072 2048,random,8
8,16500000,2048 2048 3072 2048,random,9
8,16500000,2048 2048 3072 2048,random,10
8,16500000,5120 2048 3072 2048,ring,5
8,16500000,5120 2048 3072 2048,ring,6
8,16500000,5120 2048 3072 2048,ring,7
8,16500000,5120 2048 3072 2048,ring,8
8,16500000,5120 2048 3072 2048,ring,9
8,16500000,5120 2048 3072 2048,ring,10
8,16500000,5120 2048 3072 2048,tree,5
8,16500000,5120 2048 3072 2048,tree,6
8,16500000,5120 2048 3072 2048,tree,7
8,16500000,5120 2048 3072 2048,tree,8
8,16500000,5120 2048 3072 2048,tree,9
8,16500000,5120 2048 3072 2048,tree,10
8,16500000,5120 2048 3072 2048,random,5
8,16500000,5120 2048 3072 2048,random,6
8,16500000,5120 2048 3072 2048,random,7
8,16500000,5120 2048 3072 2048,random,8
8,16500000,5120 2048 3072 2048,random,9
8,16500000,5120 2048 3072 2048,random,10
8,17000000,1024 2048 3072 2048,ring,5
8,17000000,1024 2048 3072 2048,ring,6
8,17000000,1024 2048 3072 2048,ring,7
8,17000000,1024 2048 3072 2048,ring,8
8,17000000,1024 2048 3072 2048,ring,9
8,17000000,1024 2048 3072 2048,ring,10
8,17000000,1024 2048 3072 2048,tree,5
8,17000000,1024 2048 3072 2048,tree,6
8,17000000,1024 2048 3072 2048,tree,7
8,17000000,1024 2048 3072 2048,tree,8
8,17000000,1024 2048 3072 2048,tree,9
